count	species	sample	rel_abund
167	Roseburia hominis	SYN003.A0101	2.2771436546301216e-5
184	Roseburia hominis	SYN015.B0101	1.9585519318560173e-5
2738	Roseburia hominis	SYN015.D0101	6.241943948346432e-4
1079	Roseburia hominis	SYN015.E0101	3.920327607135941e-4
184	Roseburia hominis	SYN017.A0101	2.0802000790702138e-5
0	Roseburia hominis	SYN017.B0101	0
298	Roseburia hominis	SYN018.C0101	3.32940285037105e-5
1706	Roseburia hominis	SYN005.I0101	2.4595684999919264e-4
651	Roseburia hominis	SYN006.I0101	9.035311830679088e-5
257	Roseburia hominis	SYN008.I0101	3.195418888332419e-5
2297	Roseburia hominis	SYN009.I0101	3.2158865073470477e-4
3631	Roseburia hominis	SYN015.I0101	5.155507192010625e-4
94	Roseburia hominis	SYN018.I0101	1.195461367330559e-5
2042	Roseburia hominis	SYN019.I0101	2.88705520510463e-4
1346	Roseburia hominis	SYN022.I0101	1.613648057843888e-4
3061	Roseburia hominis	SYN023.I0101	4.628690136640868e-4
1364	Roseburia hominis	SYN025.I0101	1.4675486160446315e-4
2824	Roseburia hominis	SYN028.I0101	2.8989134309923616e-4
79	Roseburia intestinalis	SYN001.A0101	1.1772840801387705e-5
102	Roseburia intestinalis	SYN002.A0101	1.138853991325952e-5
182	Roseburia intestinalis	SYN003.A0101	2.481677515824444e-5
210	Roseburia intestinalis	SYN015.B0101	2.2353038352704548e-5
3169	Roseburia intestinalis	SYN015.D0101	7.224514379952462e-4
1547	Roseburia intestinalis	SYN015.E0101	5.620710665652735e-4
102	Roseburia intestinalis	SYN017.A0101	1.1531543916584881e-5
115	Roseburia intestinalis	SYN017.B0101	1.4051289896193957e-5
366	Roseburia intestinalis	SYN018.C0101	4.089132359851692e-5
1678	Roseburia intestinalis	SYN005.I0101	2.419200435513747e-4
671	Roseburia intestinalis	SYN006.I0101	9.312894375400412e-5
218	Roseburia intestinalis	SYN008.I0101	2.710510963643842e-5
2459	Roseburia intestinalis	SYN009.I0101	3.4426926084311666e-4
3604	Roseburia intestinalis	SYN015.I0101	5.117171005234451e-4
206	Roseburia intestinalis	SYN018.I0101	2.6198408688307994e-5
2253	Roseburia intestinalis	SYN019.I0101	3.185374817385275e-4
1428	Roseburia intestinalis	SYN022.I0101	1.7119535115906926e-4
3002	Roseburia intestinalis	SYN023.I0101	4.539473306173109e-4
1290	Roseburia intestinalis	SYN025.I0101	1.3879308758779873e-4
2609	Roseburia intestinalis	SYN028.I0101	2.678210035927433e-4
164	Pseudobutyrivibrio xylanivorans	SYN001.A0101	2.443982141047574e-5
212	Pseudobutyrivibrio xylanivorans	SYN002.A0101	2.3670298643245277e-5
279	Pseudobutyrivibrio xylanivorans	SYN003.A0101	3.804329818214395e-5
300	Pseudobutyrivibrio xylanivorans	SYN015.B0101	3.193291193243507e-5
1764	Pseudobutyrivibrio xylanivorans	SYN015.D0101	4.0214715576636617e-4
1035	Pseudobutyrivibrio xylanivorans	SYN015.E0101	3.760462533258294e-4
0	Pseudobutyrivibrio xylanivorans	SYN017.A0101	0
169	Pseudobutyrivibrio xylanivorans	SYN017.B0101	2.0649286890928513e-5
281	Pseudobutyrivibrio xylanivorans	SYN018.C0101	3.139470473000889e-5
1017	Pseudobutyrivibrio xylanivorans	SYN005.I0101	1.4662257705110135e-4
527	Pseudobutyrivibrio xylanivorans	SYN006.I0101	7.314300053406882e-5
219	Pseudobutyrivibrio xylanivorans	SYN008.I0101	2.722944500174318e-5
1541	Pseudobutyrivibrio xylanivorans	SYN009.I0101	2.1574580356211582e-4
1935	Pseudobutyrivibrio xylanivorans	SYN015.I0101	2.7474267189591187e-4
188	Pseudobutyrivibrio xylanivorans	SYN018.I0101	2.390922734661118e-5
1004	Pseudobutyrivibrio xylanivorans	SYN019.I0101	1.4194923731268604e-4
677	Pseudobutyrivibrio xylanivorans	SYN022.I0101	8.11619416909593e-5
1757	Pseudobutyrivibrio xylanivorans	SYN023.I0101	2.6568469683364935e-4
832	Pseudobutyrivibrio xylanivorans	SYN025.I0101	8.951616191709189e-5
1380	Pseudobutyrivibrio xylanivorans	SYN028.I0101	1.416607838091168e-4
81	Anaerostipes hadrus	SYN001.A0101	1.2070887403954483e-5
141	Anaerostipes hadrus	SYN002.A0101	1.5742981644799924e-5
196	Anaerostipes hadrus	SYN003.A0101	2.672575786272478e-5
236	Anaerostipes hadrus	SYN015.B0101	2.512055738684892e-5
273	Anaerostipes hadrus	SYN015.D0101	6.223705982098524e-5
119	Anaerostipes hadrus	SYN015.E0101	4.323623588963642e-5
233	Anaerostipes hadrus	SYN017.A0101	2.6341664044747816e-5
105	Anaerostipes hadrus	SYN017.B0101	1.2829438600872744e-5
299	Anaerostipes hadrus	SYN018.C0101	3.34057534315753e-5
775	Anaerostipes hadrus	SYN005.I0101	1.1173303560924637e-4
382	Anaerostipes hadrus	SYN006.I0101	5.301826604177284e-5
297	Anaerostipes hadrus	SYN008.I0101	3.6927603495514725e-5
619	Anaerostipes hadrus	SYN009.I0101	8.666233121670973e-5
950	Anaerostipes hadrus	SYN015.I0101	1.3488658310135208e-4
208	Anaerostipes hadrus	SYN018.I0101	2.645276217071875e-5
980	Anaerostipes hadrus	SYN019.I0101	1.3855602845262182e-4
395	Anaerostipes hadrus	SYN022.I0101	4.735445637803386e-5
971	Anaerostipes hadrus	SYN023.I0101	1.468297328545666e-4
822	Anaerostipes hadrus	SYN025.I0101	8.844024650943454e-5
1264	Anaerostipes hadrus	SYN028.I0101	1.2975306574979976e-4
81	Enterocloster bolteae	SYN001.A0101	1.2070887403954483e-5
127	Enterocloster bolteae	SYN002.A0101	1.4179848715529011e-5
139	Enterocloster bolteae	SYN003.A0101	1.8953471137340532e-5
179	Enterocloster bolteae	SYN015.B0101	1.9053304119686257e-5
1840	Enterocloster bolteae	SYN015.D0101	4.1947322370187854e-4
582	Enterocloster bolteae	SYN015.E0101	2.1145789317452435e-4
303	Enterocloster bolteae	SYN017.A0101	3.42554686933845e-5
94	Enterocloster bolteae	SYN017.B0101	1.1485402176019409e-5
286	Enterocloster bolteae	SYN018.C0101	3.195332936933289e-5
1332	Enterocloster bolteae	SYN005.I0101	1.920366495890531e-4
476	Enterocloster bolteae	SYN006.I0101	6.606464564367506e-5
277	Enterocloster bolteae	SYN008.I0101	3.444089618941946e-5
1751	Enterocloster bolteae	SYN009.I0101	2.451465944433905e-4
2683	Enterocloster bolteae	SYN015.I0101	3.8094810785360803e-4
142	Enterocloster bolteae	SYN018.I0101	1.805909725116376e-5
1817	Enterocloster bolteae	SYN019.I0101	2.568941874473611e-4
1037	Enterocloster bolteae	SYN022.I0101	1.243204335798003e-4
2191	Enterocloster bolteae	SYN023.I0101	3.313119924658655e-4
1242	Enterocloster bolteae	SYN025.I0101	1.3362869363104342e-4
2183	Enterocloster bolteae	SYN028.I0101	2.240909355473203e-4
96	Lachnospira eligens	SYN001.A0101	1.4306236923205313e-5
146	Lachnospira eligens	SYN002.A0101	1.6301243405253823e-5
211	Lachnospira eligens	SYN003.A0101	2.8771096474668003e-5
340	Lachnospira eligens	SYN015.B0101	3.619063352342641e-5
522	Lachnospira eligens	SYN015.D0101	1.1900272976759815e-4
265	Lachnospira eligens	SYN015.E0101	9.628237403994665e-5
258	Lachnospira eligens	SYN017.A0101	2.9168022847832346e-5
155	Lachnospira eligens	SYN017.B0101	1.8938695077478814e-5
378	Lachnospira eligens	SYN018.C0101	4.2232022732894524e-5
908	Lachnospira eligens	SYN005.I0101	1.3090786623638155e-4
442	Lachnospira eligens	SYN006.I0101	6.134574238341256e-5
538	Lachnospira eligens	SYN008.I0101	6.68924265339627e-5
715	Lachnospira eligens	SYN009.I0101	1.001026927624353e-4
1047	Lachnospira eligens	SYN015.I0101	1.4865921316538485e-4
687	Lachnospira eligens	SYN018.I0101	8.737042120809511e-5
1282	Lachnospira eligens	SYN019.I0101	1.8125390660842978e-4
551	Lachnospira eligens	SYN022.I0101	6.605646952986496e-5
1154	Lachnospira eligens	SYN023.I0101	1.7450207179626142e-4
1160	Lachnospira eligens	SYN025.I0101	1.2480618728825311e-4
1631	Lachnospira eligens	SYN028.I0101	1.6742662202367357e-4
732	Filifactor alocis	SYN001.A0101	1.090850565394405e-4
563	Filifactor alocis	SYN002.A0101	6.286027422710892e-5
792	Filifactor alocis	SYN003.A0101	1.0799387871060217e-4
821	Filifactor alocis	SYN015.B0101	8.73897356550973e-5
750	Filifactor alocis	SYN015.D0101	1.7098093357413528e-4
411	Filifactor alocis	SYN015.E0101	1.4932851219025687e-4
241	Filifactor alocis	SYN017.A0101	2.7246098861734865e-5
342	Filifactor alocis	SYN017.B0101	4.178731429998551e-5
1042	Filifactor alocis	SYN018.C0101	1.1641737483512193e-4
1684	Filifactor alocis	SYN005.I0101	2.4278507350447855e-4
1127	Filifactor alocis	SYN006.I0101	1.5641776395046596e-4
643	Filifactor alocis	SYN008.I0101	7.994763989096286e-5
871	Filifactor alocis	SYN009.I0101	1.2194328027423937e-4
682	Filifactor alocis	SYN015.I0101	9.683436807907591e-5
1593	Filifactor alocis	SYN018.I0101	2.0259254874016813e-4
910	Filifactor alocis	SYN019.I0101	1.2865916927743456e-4
500	Filifactor alocis	SYN022.I0101	5.9942349845612484e-5
1936	Filifactor alocis	SYN023.I0101	2.9275217590776613e-4
1923	Filifactor alocis	SYN025.I0101	2.0689853289250926e-4
1451	Filifactor alocis	SYN028.I0101	1.4894912848335397e-4
358	Clostridioides difficile	SYN001.A0101	5.335034185945314e-5
404	Clostridioides difficile	SYN002.A0101	4.5107550244674965e-5
548	Clostridioides difficile	SYN003.A0101	7.472303728965908e-5
1807	Clostridioides difficile	SYN015.B0101	1.923425728730339e-4
494	Clostridioides difficile	SYN015.D0101	1.1261944158083044e-4
199	Clostridioides difficile	SYN015.E0101	7.230261295829956e-5
1703	Clostridioides difficile	SYN017.A0101	1.9253156166611817e-4
2436	Clostridioides difficile	SYN017.B0101	2.976429755402477e-4
4071	Clostridioides difficile	SYN018.C0101	4.548321813376021e-4
5058	Clostridioides difficile	SYN005.I0101	7.292202504665395e-4
2759	Clostridioides difficile	SYN006.I0101	3.8292512044306616e-4
1735	Clostridioides difficile	SYN008.I0101	2.1572185880376448e-4
1316	Clostridioides difficile	SYN009.I0101	1.8424495618932148e-4
967	Clostridioides difficile	SYN015.I0101	1.3730034300948153e-4
1302	Clostridioides difficile	SYN018.I0101	1.6558411704940294e-4
650	Clostridioides difficile	SYN019.I0101	9.189940662673896e-5
828	Clostridioides difficile	SYN022.I0101	9.926453134433427e-5
4424	Clostridioides difficile	SYN023.I0101	6.689750135413003e-4
1559	Clostridioides difficile	SYN025.I0101	1.6773521205378156e-4
2953	Clostridioides difficile	SYN028.I0101	3.031335468031319e-4
89	Romboutsia sp. CE17	SYN001.A0101	1.3263073814221592e-5
0	Romboutsia sp. CE17	SYN002.A0101	0
139	Romboutsia sp. CE17	SYN003.A0101	1.8953471137340532e-5
561	Romboutsia sp. CE17	SYN015.B0101	5.971454531365358e-5
47	Romboutsia sp. CE17	SYN015.D0101	1.071480517064581e-5
31	Romboutsia sp. CE17	SYN015.E0101	1.1263221114106966e-5
486	Romboutsia sp. CE17	SYN017.A0101	5.494441513196326e-5
808	Romboutsia sp. CE17	SYN017.B0101	9.872558466195406e-5
1024	Romboutsia sp. CE17	SYN018.C0101	1.1440632613355553e-4
104	Romboutsia sp. CE17	SYN005.I0101	1.4993852520466609e-5
129	Romboutsia sp. CE17	SYN006.I0101	1.7904074134525382e-5
97	Romboutsia sp. CE17	SYN008.I0101	1.2060530434562049e-5
97	Romboutsia sp. CE17	SYN009.I0101	1.3580365311826888e-5
0	Romboutsia sp. CE17	SYN015.I0101	0
212	Romboutsia sp. CE17	SYN018.I0101	2.6961469135540265e-5
92	Romboutsia sp. CE17	SYN019.I0101	1.300730063024613e-5
0	Romboutsia sp. CE17	SYN022.I0101	0
180	Romboutsia sp. CE17	SYN023.I0101	2.7218694041011314e-5
225	Romboutsia sp. CE17	SYN025.I0101	2.4208096672290476e-5
173	Romboutsia sp. CE17	SYN028.I0101	1.7758924347084933e-5
176	Peptacetobacter hiranonis	SYN001.A0101	2.6228101025876406e-5
188	Peptacetobacter hiranonis	SYN002.A0101	2.0990642193066568e-5
321	Peptacetobacter hiranonis	SYN003.A0101	4.377024629558497e-5
1282	Peptacetobacter hiranonis	SYN015.B0101	1.364599769912725e-4
136	Peptacetobacter hiranonis	SYN015.D0101	3.10045426214432e-5
67	Peptacetobacter hiranonis	SYN015.E0101	2.434309079500538e-5
1137	Peptacetobacter hiranonis	SYN017.A0101	1.2854279836428442e-4
1875	Peptacetobacter hiranonis	SYN017.B0101	2.2909711787272758e-4
2503	Peptacetobacter hiranonis	SYN018.C0101	2.796474944455952e-4
149	Peptacetobacter hiranonis	SYN005.I0101	2.148157716874543e-5
296	Peptacetobacter hiranonis	SYN006.I0101	4.1082216618755916e-5
202	Peptacetobacter hiranonis	SYN008.I0101	2.5115743791562205e-5
259	Peptacetobacter hiranonis	SYN009.I0101	3.6260975420238804e-5
119	Peptacetobacter hiranonis	SYN015.I0101	1.6896319356906207e-5
242	Peptacetobacter hiranonis	SYN018.I0101	3.0776771371701626e-5
177	Peptacetobacter hiranonis	SYN019.I0101	2.5024915342973533e-5
123	Peptacetobacter hiranonis	SYN022.I0101	1.4745818062020672e-5
471	Peptacetobacter hiranonis	SYN023.I0101	7.122224940731293e-5
566	Peptacetobacter hiranonis	SYN025.I0101	6.089681207340626e-5
324	Peptacetobacter hiranonis	SYN028.I0101	3.325948837257525e-5
70	Clostridium perfringens	SYN001.A0101	1.0431631089837207e-5
91	Clostridium perfringens	SYN002.A0101	1.0160364040260945e-5
112	Clostridium perfringens	SYN003.A0101	1.5271861635842733e-5
474	Clostridium perfringens	SYN015.B0101	5.0454000853247406e-5
352	Clostridium perfringens	SYN015.D0101	8.024705149079416e-5
39	Clostridium perfringens	SYN015.E0101	1.416985882097328e-5
175	Clostridium perfringens	SYN017.A0101	1.9784511621591706e-5
170	Clostridium perfringens	SYN017.B0101	2.0771472020460632e-5
919	Clostridium perfringens	SYN018.C0101	1.026752087077515e-4
27267	Clostridium perfringens	SYN005.I0101	0.003931128621880413
15976	Clostridium perfringens	SYN006.I0101	0.0022173293672339343
79724	Clostridium perfringens	SYN008.I0101	0.009912512663556956
18838	Clostridium perfringens	SYN009.I0101	0.0026373909458164424
260	Clostridium perfringens	SYN015.I0101	3.691632800668583e-5
509	Clostridium perfringens	SYN018.I0101	6.473296127353771e-5
236	Clostridium perfringens	SYN019.I0101	3.336655379063138e-5
14961	Clostridium perfringens	SYN022.I0101	0.0017935949920804166
21639	Clostridium perfringens	SYN023.I0101	0.0032721406686302434
58500	Clostridium perfringens	SYN025.I0101	0.006294105134795524
43191	Clostridium perfringens	SYN028.I0101	0.0044336745749996844
86	Hungatella hathewayi	SYN001.A0101	1.2816003910371425e-5
162	Hungatella hathewayi	SYN002.A0101	1.8087681038706296e-5
214	Hungatella hathewayi	SYN003.A0101	2.918016419705665e-5
143	Hungatella hathewayi	SYN015.B0101	1.5221354687794049e-5
1768	Hungatella hathewayi	SYN015.D0101	4.030590540787616e-4
598	Hungatella hathewayi	SYN015.E0101	2.1727116858825696e-4
382	Hungatella hathewayi	SYN017.A0101	4.318676251113161e-5
0	Hungatella hathewayi	SYN017.B0101	0
322	Hungatella hathewayi	SYN018.C0101	3.59754267724657e-5
1832	Hungatella hathewayi	SYN005.I0101	2.6412247901437335e-4
655	Hungatella hathewayi	SYN006.I0101	9.090828339623354e-5
108	Hungatella hathewayi	SYN008.I0101	1.3428219452914446e-5
2011	Hungatella hathewayi	SYN009.I0101	2.815475736297306e-4
3347	Hungatella hathewayi	SYN015.I0101	4.7522673014760566e-4
0	Hungatella hathewayi	SYN018.I0101	0
2298	Hungatella hathewayi	SYN019.I0101	3.248997483511479e-4
1194	Hungatella hathewayi	SYN022.I0101	1.4314233143132262e-4
2771	Hungatella hathewayi	SYN023.I0101	4.190166732646797e-4
1480	Hungatella hathewayi	SYN025.I0101	1.5923548033328847e-4
3225	Hungatella hathewayi	SYN028.I0101	3.3105509259739256e-4
193	Faecalibacterium prausnitzii	SYN001.A0101	2.8761497147694012e-5
331	Faecalibacterium prausnitzii	SYN002.A0101	3.695692854204805e-5
474	Faecalibacterium prausnitzii	SYN003.A0101	6.463270013740584e-5
662	Faecalibacterium prausnitzii	SYN015.B0101	7.046529233090671e-5
5136	Faecalibacterium prausnitzii	SYN015.D0101	0.0011708774331156784
2033	Faecalibacterium prausnitzii	SYN015.E0101	7.38649307257402e-4
1397	Faecalibacterium prausnitzii	SYN017.A0101	1.5793692991636352e-4
417	Faecalibacterium prausnitzii	SYN017.B0101	5.095119901489461e-5
1632	Faecalibacterium prausnitzii	SYN018.C0101	1.8233508227535414e-4
7645	Faecalibacterium prausnitzii	SYN005.I0101	0.0011021923319131464
3719	Faecalibacterium prausnitzii	SYN006.I0101	5.161647419093015e-4
833	Faecalibacterium prausnitzii	SYN008.I0101	1.0357135929886791e-4
7195	Faecalibacterium prausnitzii	SYN009.I0101	0.001007327097098912
12230	Faecalibacterium prausnitzii	SYN015.I0101	0.001736487275083722
695	Faecalibacterium prausnitzii	SYN018.I0101	8.838783513773813e-5
8102	Faecalibacterium prausnitzii	SYN019.I0101	0.0011454907576766756
4615	Faecalibacterium prausnitzii	SYN022.I0101	5.532678890750033e-4
11772	Faecalibacterium prausnitzii	SYN023.I0101	0.00178010259028214
5735	Faecalibacterium prausnitzii	SYN025.I0101	6.170374862914928e-4
12209	Faecalibacterium prausnitzii	SYN028.I0101	0.0012532873257431211
87	Eubacterium cellulosolvens	SYN001.A0101	1.2965027211654815e-5
121	Eubacterium cellulosolvens	SYN002.A0101	1.3509934602984333e-5
154	Eubacterium cellulosolvens	SYN003.A0101	2.0998809749283757e-5
184	Eubacterium cellulosolvens	SYN015.B0101	1.9585519318560173e-5
1611	Eubacterium cellulosolvens	SYN015.D0101	3.672670453172426e-4
643	Eubacterium cellulosolvens	SYN015.E0101	2.3362100568937998e-4
181	Eubacterium cellulosolvens	SYN017.A0101	2.0462837734331996e-5
88	Eubacterium cellulosolvens	SYN017.B0101	1.075229139882668e-5
323	Eubacterium cellulosolvens	SYN018.C0101	3.60871517003305e-5
1473	Eubacterium cellulosolvens	SYN005.I0101	2.1236485348699342e-4
771	Eubacterium cellulosolvens	SYN006.I0101	1.0700807099007031e-4
224	Eubacterium cellulosolvens	SYN008.I0101	2.7851121828267e-5
1562	Eubacterium cellulosolvens	SYN009.I0101	2.186858826502433e-4
2663	Eubacterium cellulosolvens	SYN015.I0101	3.7810839031463217e-4
131	Eubacterium cellulosolvens	SYN018.I0101	1.6660153097904596e-5
1565	Eubacterium cellulosolvens	SYN019.I0101	2.212654944166869e-4
960	Eubacterium cellulosolvens	SYN022.I0101	1.1508931170357596e-4
2429	Eubacterium cellulosolvens	SYN023.I0101	3.673011545867582e-4
1165	Eubacterium cellulosolvens	SYN025.I0101	1.253441449920818e-4
2435	Eubacterium cellulosolvens	SYN028.I0101	2.499594265037677e-4
6219	Parvimonas micra	SYN001.A0101	9.267759106813941e-4
3131	Parvimonas micra	SYN002.A0101	3.4958351439623095e-4
3311	Parvimonas micra	SYN003.A0101	4.514744096096008e-4
2065	Parvimonas micra	SYN015.B0101	2.1980487713492804e-4
2085	Parvimonas micra	SYN015.D0101	4.753269953360961e-4
2369	Parvimonas micra	SYN015.E0101	8.607280909457872e-4
1379	Parvimonas micra	SYN017.A0101	1.5590195157814266e-4
2006	Parvimonas micra	SYN017.B0101	2.4510336984143546e-4
5328	Parvimonas micra	SYN018.C0101	5.952704156636561e-4
82812	Parvimonas micra	SYN005.I0101	0.011939143412739238
3165	Parvimonas micra	SYN006.I0101	4.392743770214949e-4
2695	Parvimonas micra	SYN008.I0101	3.3508380949633733e-4
27321	Parvimonas micra	SYN009.I0101	0.003825042893653839
28228	Parvimonas micra	SYN015.I0101	0.004007977334510491
124715	Parvimonas micra	SYN018.I0101	0.015860847279428793
30537	Parvimonas micra	SYN019.I0101	0.0043174341233241965
8037	Parvimonas micra	SYN022.I0101	9.635133314183751e-4
56003	Parvimonas micra	SYN023.I0101	0.008468491790993092
127586	Parvimonas micra	SYN025.I0101	0.013727174320137123
126941	Parvimonas micra	SYN028.I0101	0.013030841708342825
165	Finegoldia magna	SYN001.A0101	2.458884471175913e-5
116	Finegoldia magna	SYN002.A0101	1.2951672842530435e-5
147	Finegoldia magna	SYN003.A0101	2.0044318397043587e-5
659	Finegoldia magna	SYN015.B0101	7.014596321158237e-5
2268	Finegoldia magna	SYN015.D0101	5.170463431281851e-4
246	Finegoldia magna	SYN015.E0101	8.937910948613915e-5
191	Finegoldia magna	SYN017.A0101	2.1593381255565805e-5
255	Finegoldia magna	SYN017.B0101	3.115720803069095e-5
790	Finegoldia magna	SYN018.C0101	8.826269301319226e-5
5705	Finegoldia magna	SYN005.I0101	8.224993137429039e-4
2452	Finegoldia magna	SYN006.I0101	3.4031619982834296e-4
2099	Finegoldia magna	SYN008.I0101	2.6097993177469836e-4
5234	Finegoldia magna	SYN009.I0101	7.327797117742468e-4
1422	Finegoldia magna	SYN015.I0101	2.0190391702118175e-4
26351	Finegoldia magna	SYN018.I0101	0.0033512343075029318
5634	Finegoldia magna	SYN019.I0101	7.965557799000728e-4
2099	Finegoldia magna	SYN022.I0101	2.516379846518812e-4
4633	Finegoldia magna	SYN023.I0101	7.005789416222523e-4
12955	Finegoldia magna	SYN025.I0101	0.0013938484106201029
2502	Finegoldia magna	SYN028.I0101	2.5683716021044224e-4
89	Peptoniphilus harei	SYN001.A0101	1.3263073814221592e-5
0	Peptoniphilus harei	SYN002.A0101	0
0	Peptoniphilus harei	SYN003.A0101	0
248	Peptoniphilus harei	SYN015.B0101	2.6397873864146323e-5
1593	Peptoniphilus harei	SYN015.D0101	3.6316350291146335e-4
86	Peptoniphilus harei	SYN015.E0101	3.1246355348812874e-5
99	Peptoniphilus harei	SYN017.A0101	1.1192380860214738e-5
147	Peptoniphilus harei	SYN017.B0101	1.7961214041221843e-5
422	Peptoniphilus harei	SYN018.C0101	4.7147919558945734e-5
4404	Peptoniphilus harei	SYN005.I0101	6.349319855782206e-4
1809	Peptoniphilus harei	SYN006.I0101	2.5107341170043735e-4
558	Peptoniphilus harei	SYN008.I0101	6.937913384005797e-5
4455	Peptoniphilus harei	SYN009.I0101	6.237167779813277e-4
991	Peptoniphilus harei	SYN015.I0101	1.4070800405625253e-4
23319	Peptoniphilus harei	SYN018.I0101	0.002965634428168224
4039	Peptoniphilus harei	SYN019.I0101	5.710487744083057e-4
1439	Peptoniphilus harei	SYN022.I0101	1.7251408285567273e-4
3200	Peptoniphilus harei	SYN023.I0101	4.8388789406242334e-4
9037	Peptoniphilus harei	SYN025.I0101	9.723047538999513e-4
