species,LIB030.A0117,SYN001.A0101,SYN002.A0101,SYN003.A0101,SYN005.I0101,SYN006.I0101,SYN008.I0101,SYN009.I0101,SYN012.I0101,SYN013.I0101,SYN014.A0101,SYN014.C0101,SYN015.B0101,SYN015.D0101,SYN015.E0101,SYN015.F0101,SYN015.G0101,SYN015.H0101,SYN015.I0101,SYN016.I0101,SYN017.A0101,SYN017.B0101,SYN017.D0101,SYN017.E0101,SYN017.F0101,SYN017.G0101,SYN018.C0101,SYN018.H0101,SYN018.I0101,SYN019.I0101,SYN021.I0101,SYN022.I0101,SYN023.I0101,SYN025.I0101,SYN026.I0101,SYN028.I0101
Salinimonas sediminis,NA,3,3,1,1,1,1,4,NA,4,NA,NA,NA,1,6,2,NA,1,2,11,3,1,NA,6,2,NA,NA,21,NA,1,NA,3,1,4,2,4
Salinimonas sp. KX18D6,NA,1,NA,NA,2,1,23,3,4,NA,NA,NA,NA,13,8,18,1,1,1,1,NA,NA,7,21,5,NA,NA,NA,46,NA,NA,2,5,12,NA,2
Paraglaciecola sp. L1A13,NA,3,NA,3,3,3,11,3,4,12,3,1,12,2,1,1,8,8,4,11,7,9,2,2,4,7,13,4,11,9,5,6,7,10,5,5
Paraglaciecola sp. L3A3,NA,1,3,NA,10,8,2,13,7,19,1,1,1,4,NA,NA,1,NA,13,16,1,NA,1,3,3,1,1,1,6,NA,NA,5,22,6,3,8
Paraglaciecola psychrophila,NA,1,2,2,NA,3,3,15,2,14,3,1,20,6,NA,4,NA,5,12,12,NA,2,1,NA,4,2,2,29,2,5,NA,5,7,5,3,8
Saliniradius amylolyticus,NA,5,4,13,2,2,3,16,16,NA,2,2,3,7,3,6,1,6,9,3,NA,1,7,4,3,1,1,2,1,5,2,12,12,18,5,3
Glaciecola amylolytica,NA,2,3,11,2,NA,NA,5,8,NA,4,2,9,20,20,58,6,NA,9,2,3,10,35,72,20,1,15,NA,46,10,1,9,12,40,1,10
Glaciecola nitratireducens,NA,1,7,3,34,16,46,21,40,1,4,7,2,2,3,4,2,NA,73,1,2,1,3,3,4,1,6,1,38,8,2,22,45,1,10,62
Hydrocarboniclastica marina,NA,3,NA,3,25,15,11,10,31,3,NA,NA,4,NA,2,2,1,2,43,11,NA,1,NA,1,1,NA,1,1,28,8,5,11,40,7,12,52
Agarivorans gilvus,NA,2,6,2,6,7,2,2,4,2,NA,1,NA,1,1,2,NA,NA,5,4,2,3,1,1,6,NA,3,3,6,NA,1,NA,2,1,NA,4
Lacimicrobium alkaliphilum,NA,2,3,7,3,NA,15,8,5,1,3,5,4,40,20,83,3,1,5,1,1,2,70,163,37,2,4,1,NA,3,1,12,5,4,3,6
Shewanella sp. MR-7,NA,22,38,42,12,29,138,11,23,13,19,7,43,27,7,4,1,3,15,19,17,14,31,7,1,1,23,1,5,18,9,18,8,32,14,17
Shewanella sp. FJAT-52962,NA,7,8,30,73,25,145,151,104,22,3,97,18,196,91,58,21,7,163,54,2,7,93,116,51,10,19,1,1,71,29,58,154,63,17,103
Shewanella sp. MEBiC00475,NA,4,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Shewanella sp. WE21,NA,2,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,2,1,5,2
Shewanella sp. Scap07,NA,2,3,3,3,1,NA,5,1,9,1,NA,3,30,19,37,1,2,2,4,2,NA,20,73,21,NA,3,15,NA,3,NA,3,NA,3,2,9
Shewanella sp. KX20019,NA,2,1,NA,22,30,NA,19,49,40,NA,NA,NA,NA,NA,NA,9,11,34,50,1,NA,3,4,6,3,2,3,25,2,9,2,36,9,15,12
Shewanella sp. YLB-06,NA,2,4,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,1,NA
Shewanella sp. Pdp11,NA,1,NA,NA,1,2,NA,2,3,NA,3,1,3,NA,NA,1,1,1,2,NA,1,1,1,NA,1,1,1,NA,NA,2,2,5,3,1,1,4
Shewanella sp. M2,NA,1,3,3,14,2,NA,24,5,49,1,1,2,2,1,5,28,37,4,34,7,NA,5,4,26,26,6,75,34,7,7,12,6,17,12,10
Shewanella sp. LZH-2,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
Shewanella marisflavi,NA,11,11,11,3,1,5,35,13,NA,18,11,15,2,2,2,1,NA,7,2,5,16,2,2,4,NA,10,NA,1,14,14,2,11,48,5,4
Shewanella halifaxensis,NA,8,16,22,4,20,112,3,2,2,23,1,30,30,3,5,2,1,6,3,12,8,22,3,2,1,18,NA,NA,12,4,13,9,28,9,15
Shewanella putrefaciens,NA,7,4,5,46,9,213,33,55,31,7,3,9,1,3,8,21,14,15,27,6,10,8,8,13,8,11,35,31,7,11,29,35,20,9,52
Shewanella pealeana,NA,5,4,4,1,1,NA,NA,4,NA,1,NA,1,4,2,1,NA,NA,2,NA,3,1,3,1,1,NA,1,2,1,1,NA,2,10,8,NA,9
Shewanella benthica,NA,5,2,7,45,27,186,33,44,10,9,6,21,13,9,19,17,3,47,6,6,5,37,20,8,4,9,1,59,20,11,25,58,25,21,88
Shewanella khirikhana,NA,4,NA,8,2,NA,NA,2,6,NA,1,NA,1,NA,NA,NA,NA,NA,4,2,NA,1,NA,NA,NA,1,NA,NA,NA,13,1,3,7,11,8,22
Shewanella amazonensis,NA,3,5,6,6,6,20,18,30,4,5,NA,6,3,5,6,6,5,15,5,NA,3,2,NA,2,NA,3,NA,3,6,5,16,6,10,12,3
Shewanella litorisediminis,NA,3,1,6,15,8,2,8,6,NA,1,1,1,NA,NA,NA,NA,NA,7,NA,21,NA,NA,1,5,NA,7,NA,1,77,2,3,11,35,9,33
Shewanella psychrophila,NA,3,1,NA,9,25,2,17,26,25,NA,NA,NA,NA,NA,NA,NA,NA,3,25,1,NA,1,6,4,2,5,4,8,NA,1,11,12,13,9,6
Shewanella donghaensis,NA,3,4,5,21,8,21,9,7,4,4,NA,3,7,NA,2,36,48,3,21,2,NA,8,11,32,27,5,41,49,7,14,6,15,28,22,5
Shewanella aestuarii,NA,2,6,4,14,4,NA,34,6,74,7,NA,1,3,NA,1,44,71,6,62,9,2,6,10,50,26,2,97,82,10,16,15,14,43,16,17
Shewanella livingstonensis,NA,2,1,3,NA,1,9,19,17,NA,NA,NA,1,NA,3,6,NA,5,8,2,1,1,1,NA,NA,NA,3,NA,2,1,9,10,4,3,5,4
Shewanella bicestrii,NA,1,1,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Shewanella chilikensis,NA,1,NA,3,5,2,37,7,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,1,2,8,2,6,1,NA,1,NA,9,4,2,10
Shewanella piezotolerans,NA,1,3,4,1,NA,NA,1,NA,1,1,NA,1,1,2,1,NA,1,NA,NA,18,12,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,1,3
Shewanella maritima,NA,1,9,3,17,20,117,34,2,76,19,7,40,19,4,2,NA,24,8,56,9,4,21,5,16,6,13,146,6,21,6,29,6,56,13,42
Shewanella polaris,NA,1,NA,NA,5,11,NA,7,4,10,NA,1,NA,NA,NA,NA,NA,1,7,5,NA,NA,1,2,2,1,NA,1,3,NA,NA,1,17,1,NA,4
Shewanella sediminis,NA,1,1,NA,44,13,128,34,36,10,1,NA,2,2,1,3,7,4,21,25,NA,NA,14,4,9,3,NA,1,6,3,6,15,58,9,11,26
Shewanella decolorationis,NA,1,NA,2,1,1,NA,2,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Shewanella denitrificans,NA,1,4,7,NA,1,NA,2,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,2,NA,NA,2,1,2,NA,1,1,1,NA,3,3,NA,7
Shewanella oneidensis,NA,1,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,3,NA,NA,NA,1,1,2,NA,2,4,1,2,NA,2,2,1,1
Shewanella violacea,NA,1,2,1,2,11,124,7,5,NA,24,5,37,23,NA,10,1,2,17,4,4,8,26,4,1,1,15,1,1,25,1,12,7,30,11,11
Parashewanella tropica,NA,2,2,8,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,5,1,1,NA,NA,2,NA,1,1,1,2,NA,NA,2,NA,1,2
Pseudoalteromonas sp. A25,NA,14,14,16,1,NA,NA,31,12,NA,17,1,19,3,2,6,NA,NA,12,NA,3,5,NA,NA,NA,NA,6,NA,NA,4,8,3,7,26,6,3
Pseudoalteromonas sp. R3,NA,6,19,13,3,1,3,1,NA,4,1,1,NA,NA,NA,NA,NA,1,1,2,5,1,NA,NA,NA,NA,NA,2,NA,2,1,2,3,2,NA,2
Pseudoalteromonas sp. 3J6,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoalteromonas sp. Xi13,NA,2,3,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Pseudoalteromonas sp. SM1988,NA,1,2,1,NA,NA,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1
Pseudoalteromonas sp. DL-6,NA,1,NA,NA,3,NA,NA,3,3,5,3,2,19,3,7,4,2,5,2,1,34,9,NA,5,9,1,46,1,5,4,1,4,5,7,2,4
Pseudoalteromonas sp. NC201,NA,1,1,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,2,1,NA,6,2,2,NA,5
Pseudoalteromonas arctica,NA,13,28,14,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,6,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,1
Pseudoalteromonas viridis,NA,13,7,12,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoalteromonas luteoviolacea,NA,11,7,6,12,2,1,19,14,43,7,NA,3,6,1,8,20,41,8,35,12,9,5,1,18,15,11,51,23,6,15,8,6,26,11,20
Pseudoalteromonas rubra,NA,7,8,14,63,34,8,46,42,26,40,11,55,8,2,9,42,68,68,34,67,46,16,16,46,49,76,60,93,67,25,39,69,85,47,99
Pseudoalteromonas spongiae,NA,6,8,8,13,3,67,18,17,12,3,4,4,2,1,4,3,2,13,10,2,2,4,2,5,7,3,8,4,3,7,10,25,10,1,19
Pseudoalteromonas prydzensis,NA,6,10,16,2,12,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,10,2,NA,NA,NA,NA,6,NA,3,NA,NA,1,1,1,NA,1
Pseudoalteromonas ulvae,NA,5,10,16,2,3,5,3,9,7,25,5,11,NA,3,10,8,13,1,18,20,26,3,6,10,5,13,22,4,6,9,4,3,22,5,2
Pseudoalteromonas tunicata,NA,4,4,4,2,5,NA,35,30,1,5,2,8,NA,NA,7,2,2,9,3,13,13,2,1,1,1,18,NA,1,12,5,4,3,5,10,5
Pseudoalteromonas phenolica,NA,3,1,4,48,56,10,50,72,84,2,NA,7,1,4,2,6,10,40,119,1,2,9,16,11,6,4,27,34,2,2,18,93,30,7,31
Pseudoalteromonas atlantica,NA,2,4,2,32,58,NA,59,63,50,NA,NA,3,NA,2,2,NA,5,47,54,NA,NA,9,17,6,1,2,3,17,2,5,10,84,19,6,24
Pseudoalteromonas piratica,NA,2,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,3
Pseudoalteromonas translucida,NA,2,1,2,NA,1,NA,2,2,NA,1,1,6,3,NA,6,NA,3,14,1,NA,8,1,2,1,NA,9,NA,6,4,1,3,5,11,3,6
Pseudoalteromonas piscicida,NA,2,4,3,NA,NA,4,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,3,NA,3,4,NA,NA,NA,NA,2,NA,NA,NA,1,3,NA,3,2,4
Pseudoalteromonas carrageenovora,NA,1,1,1,11,7,8,5,5,13,1,NA,2,4,1,4,33,36,2,14,2,NA,8,6,28,9,5,18,50,7,12,5,4,28,12,4
Pseudoalteromonas agarivorans,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Pseudoalteromonas ruthenica,NA,1,1,2,1,NA,1,1,2,NA,1,NA,NA,NA,3,NA,NA,NA,1,NA,1,3,NA,NA,1,NA,3,NA,NA,3,NA,2,1,2,3,14
Pseudoalteromonas shioyasakiensis,NA,1,3,1,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,2,NA,NA
Pseudoalteromonas xiamenensis,NA,1,1,2,3,NA,NA,2,5,1,4,NA,1,1,4,1,NA,1,2,3,4,2,1,3,NA,1,2,2,NA,1,2,4,NA,2,2,1
Pseudoalteromonas donghaensis,NA,1,9,7,NA,NA,1,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoalteromonas espejiana,NA,1,2,NA,3,NA,1,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Psychrosphaera sp. MTZ26,NA,2,4,9,40,6,11,82,47,3,8,60,4,93,29,40,14,9,100,27,13,26,46,55,24,6,17,8,NA,59,13,36,58,33,5,47
Thalassotalea sp. PS06,NA,12,15,6,12,1,2,9,10,16,NA,NA,NA,1,NA,2,28,32,3,19,1,NA,4,5,26,23,NA,33,51,9,8,9,11,18,13,4
Thalassotalea sp. HSM 43,NA,2,2,1,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,5,3,1
Thalassotalea sp. LPB0316,NA,2,3,5,NA,1,29,NA,2,NA,NA,NA,3,2,4,2,NA,2,3,NA,1,1,NA,2,NA,NA,7,NA,57,1,2,1,8,10,NA,2
Thalassotalea crassostreae,NA,3,1,4,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,4,2,2,4,NA,NA,1,1,NA,NA,NA,NA,2,NA,1,1
Colwellia sp. PAMC 20917,NA,4,11,4,6,8,3,18,20,25,5,3,6,3,3,12,3,13,3,34,8,12,3,6,8,4,26,48,4,4,12,16,5,11,2,22
Colwellia sp. 20A7,NA,3,6,4,1,2,8,6,9,3,6,8,5,3,4,7,2,5,5,2,10,1,7,5,6,1,3,4,4,4,5,7,3,3,6,5
Colwellia sp. Arc7-D,NA,2,2,4,30,55,112,29,18,20,12,6,33,24,9,9,4,4,41,27,28,22,25,12,3,1,29,6,39,35,20,30,82,45,31,89
Colwellia psychrerythraea,NA,3,4,7,39,30,43,25,21,28,4,7,17,6,3,3,1,12,26,34,9,13,6,3,8,4,15,29,17,8,10,16,48,22,6,39
Colwellia beringensis,NA,2,4,3,2,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
Litorilituus sediminis,NA,2,9,7,NA,2,1,NA,2,NA,2,1,5,2,NA,3,NA,1,4,1,10,9,NA,2,1,NA,14,3,NA,6,NA,2,5,5,3,1
Idiomarina loihiensis,NA,11,17,9,4,3,NA,4,17,11,1,NA,NA,1,NA,1,NA,1,2,9,5,1,2,1,NA,NA,1,NA,6,2,NA,NA,13,6,2,9
Idiomarina andamanensis,NA,4,4,5,2,NA,1,3,NA,3,NA,NA,NA,1,NA,NA,1,NA,NA,2,5,3,4,3,2,2,1,2,NA,NA,2,4,10,2,NA,7
Idiomarina sp. OT37-5b,NA,3,8,5,1,NA,NA,3,1,11,1,NA,1,5,3,4,NA,2,2,9,1,3,1,4,2,5,3,9,NA,1,NA,1,1,10,1,2
Idiomarina sp. X4,NA,1,1,4,2,NA,24,NA,1,NA,NA,NA,NA,1,4,9,2,1,NA,NA,1,1,3,7,4,NA,NA,NA,22,NA,NA,1,NA,10,NA,1
Moritella yayanosii,NA,11,5,12,5,9,NA,12,9,9,3,1,4,65,41,85,2,1,10,9,5,3,64,143,45,6,4,4,5,3,3,2,15,15,2,9
Ferrimonas lipolytica,NA,6,6,7,2,NA,10,1,9,NA,12,2,13,NA,1,1,2,NA,2,2,14,21,NA,5,2,1,25,2,2,3,3,7,8,16,NA,8
Ferrimonas balearica,NA,1,5,3,3,NA,2,6,14,5,NA,2,1,17,11,3,2,3,9,11,1,3,3,6,1,NA,2,NA,1,11,3,5,6,4,1,16
Psychromonas ingrahamii,NA,4,6,21,5,NA,21,2,2,NA,1,NA,2,2,5,NA,NA,NA,1,1,4,2,1,1,1,1,1,NA,47,4,NA,3,6,9,4,8
Psychromonas sp. CNPT3,NA,3,NA,1,1,5,9,12,8,11,NA,NA,1,1,3,NA,NA,1,7,13,1,2,2,6,2,1,2,1,5,2,6,3,15,19,9,15
Xanthomonas citri,NA,22,19,14,4,5,NA,NA,7,2,1,NA,3,NA,NA,1,NA,4,2,2,13,8,NA,NA,1,NA,2,NA,2,5,2,7,16,21,2,8
Xanthomonas translucens,NA,11,10,30,1,4,NA,19,18,5,16,3,26,4,4,12,3,5,11,2,5,12,2,2,2,NA,9,1,3,11,16,2,16,26,14,7
Xanthomonas sp. GW,NA,3,1,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,3,NA,1,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,NA,4,6,8,NA,1
Xanthomonas sp. SS,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1
Xanthomonas euroxanthea,NA,11,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
Xanthomonas fragariae,NA,11,8,6,1,NA,NA,3,NA,NA,NA,NA,NA,3,3,6,NA,NA,NA,NA,NA,NA,1,5,3,NA,1,NA,NA,1,NA,1,2,3,1,5
Xanthomonas hyacinthi,NA,4,1,10,3,NA,NA,2,4,NA,NA,NA,1,NA,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,2,2,NA
Xanthomonas vesicatoria,NA,4,6,10,2,3,NA,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,5,NA,4,5,2,4
Xanthomonas vasicola,NA,3,1,4,1,NA,NA,1,2,2,4,1,2,54,22,79,2,3,NA,NA,NA,2,52,142,37,4,1,NA,NA,1,NA,1,1,3,NA,2
Xanthomonas euvesicatoria,NA,3,8,3,1,1,9,5,8,8,4,2,5,13,4,15,4,3,3,1,2,2,8,11,4,5,11,1,5,2,8,6,15,14,1,5
Xanthomonas arboricola,NA,2,3,2,3,1,NA,4,3,NA,NA,NA,NA,4,1,1,NA,1,NA,1,NA,NA,NA,2,2,NA,2,NA,1,2,NA,1,1,2,1,3
Xanthomonas cassavae,NA,2,4,5,4,5,NA,8,9,NA,2,NA,2,NA,NA,NA,NA,NA,3,NA,5,4,NA,1,7,NA,8,NA,NA,6,3,6,14,6,2,1
Xanthomonas hortorum,NA,2,10,12,3,NA,3,4,7,1,3,NA,6,NA,NA,1,1,NA,1,NA,6,3,NA,1,1,NA,12,NA,NA,5,NA,3,10,14,3,8
Xanthomonas theicola,NA,2,1,1,12,5,10,12,17,NA,3,2,6,1,5,12,1,NA,15,5,8,3,6,NA,NA,1,2,1,1,15,14,25,10,25,21,10
Xanthomonas oryzae,NA,2,4,4,1,4,NA,9,7,5,NA,NA,1,1,2,5,1,2,2,19,NA,1,4,3,1,1,2,1,1,3,4,1,3,3,3,7
Xanthomonas axonopodis,NA,1,4,8,1,NA,2,3,2,NA,1,NA,1,NA,NA,2,1,NA,6,NA,NA,NA,NA,NA,1,1,1,NA,NA,2,NA,3,NA,7,NA,1
Xanthomonas cucurbitae,NA,1,NA,4,2,NA,NA,2,3,1,1,1,NA,2,8,NA,1,1,9,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,1,1,2,2,3
Xanthomonas sacchari,NA,1,5,2,1,1,NA,3,9,NA,NA,NA,1,NA,2,NA,2,NA,NA,3,NA,NA,NA,1,1,NA,1,NA,NA,1,2,NA,1,NA,1,1
Stenotrophomonas maltophilia,NA,40,53,72,9,27,20,30,46,12,16,11,126,13,5,125,5,10,33,253,27,16,12,19,17,3,107,3,10,36,24,37,30,72,19,48
Stenotrophomonas sp. ZAC14A_NAIMI4_1,NA,3,4,2,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,1,NA,1
Stenotrophomonas sp. SAU14A_NAIMI4_5,NA,2,1,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas sp. YAU14D1_LEIMI4_1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Stenotrophomonas sp. ESTM1D_MKCIP4_1,NA,1,NA,3,1,NA,1,2,1,NA,2,3,2,80,31,112,6,NA,2,1,1,1,82,200,67,2,5,NA,NA,NA,NA,2,NA,1,NA,4
Stenotrophomonas sp. CW117,NA,8,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas sp. G4,NA,4,3,3,1,1,NA,NA,1,NA,NA,NA,6,1,1,6,NA,NA,2,NA,1,NA,NA,NA,NA,NA,4,NA,NA,8,NA,NA,3,NA,3,6
Stenotrophomonas sp. 169,NA,4,3,1,23,17,19,26,25,1,5,4,4,1,5,18,2,1,14,7,9,6,3,5,3,NA,8,NA,NA,28,18,18,26,26,19,14
Stenotrophomonas sp. 364,NA,3,2,3,4,NA,7,4,10,1,NA,2,4,26,15,41,5,1,4,NA,NA,1,24,66,21,NA,2,NA,NA,1,6,NA,1,2,1,1
Stenotrophomonas sp. ASS1,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas sp. LM091,NA,1,8,9,NA,NA,1,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,1,NA,1,1,1,NA,3,3,NA,1
Stenotrophomonas rhizophila,NA,7,8,10,11,10,34,23,10,10,NA,41,5,48,38,18,4,NA,23,13,4,4,10,24,7,1,47,NA,7,10,11,5,14,7,10,12
Lysobacter enzymogenes,NA,15,24,30,4,37,4,12,30,10,4,NA,3,3,3,3,3,9,11,22,1,3,6,4,1,1,18,1,13,6,13,6,14,14,11,8
Lysobacter capsici,NA,10,11,10,2,1,5,5,11,NA,NA,NA,1,NA,NA,1,NA,NA,3,NA,2,NA,1,1,NA,NA,NA,2,1,3,3,NA,4,3,2,4
Lysobacter sp. TY2-98,NA,5,11,12,46,14,5,85,67,2,3,74,11,238,131,221,20,3,122,42,NA,6,226,440,150,6,9,NA,NA,58,8,48,124,31,7,89
Lysobacter sp. HDW10,NA,2,1,2,35,17,18,30,29,2,5,4,8,3,2,21,1,1,25,4,7,9,3,9,2,1,7,NA,3,38,21,24,14,63,22,18
Lysobacter sp. H21R4,NA,1,3,1,28,11,NA,21,30,3,NA,6,NA,NA,NA,NA,1,NA,52,4,NA,1,1,NA,1,1,6,NA,NA,3,NA,19,42,2,8,57
Lysobacter sp. H23M47,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA
Lysobacter solisilvae,NA,5,3,11,28,25,19,41,57,15,4,24,12,26,21,21,13,11,57,21,3,2,15,23,5,1,17,NA,9,47,42,29,44,36,31,31
Lysobacter antibioticus,NA,4,7,10,16,16,6,22,34,6,NA,3,2,3,2,7,NA,6,12,16,2,1,NA,4,1,1,5,1,5,16,16,8,14,11,7,18
Lysobacter soli,NA,4,1,3,14,1,1,15,7,NA,1,5,1,12,3,6,1,NA,14,NA,NA,NA,4,6,1,2,NA,NA,NA,6,1,4,14,2,3,15
Lysobacter lycopersici,NA,4,1,2,19,18,47,43,76,5,7,9,10,7,7,21,2,5,35,14,7,4,13,9,2,1,4,2,12,23,31,41,20,27,20,12
Lysobacter oculi,NA,4,1,5,NA,7,NA,2,5,10,1,1,1,1,NA,3,4,7,7,13,1,1,1,NA,1,NA,1,NA,3,2,3,1,3,2,2,1
Lysobacter gummosus,NA,3,2,9,21,14,15,15,25,NA,3,6,6,2,3,21,3,1,16,7,5,2,12,5,1,1,8,NA,2,31,14,22,25,34,17,19
Lysobacter maris,NA,2,12,6,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,2,NA,4,3,NA,NA,NA,1,NA,2,NA,NA,1,1,3,2,2,2,2
Lysobacter alkalisoli,NA,2,6,14,66,19,9,84,67,5,3,51,7,104,27,28,5,3,127,21,1,4,51,50,31,4,16,NA,NA,48,16,62,101,29,10,107
Lysobacter arenosi,NA,1,8,2,NA,2,NA,NA,5,2,NA,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1
Luteimonas sp. YGD11-2,NA,14,21,26,2,2,NA,1,8,2,2,NA,1,1,NA,NA,2,4,4,8,3,3,1,NA,1,NA,9,NA,4,6,2,4,6,6,2,4
Luteimonas sp. JM171,NA,12,15,32,3,NA,NA,6,4,NA,4,1,2,NA,NA,1,NA,NA,1,1,3,4,1,1,2,NA,13,NA,NA,NA,3,2,1,3,2,3
Luteimonas sp. MC1572,NA,4,7,4,2,2,NA,5,3,NA,NA,1,NA,NA,NA,1,NA,NA,1,2,1,1,NA,NA,1,NA,1,NA,1,4,4,2,5,4,3,3
